card_number,set,set_card_number,player,team,notes,parallel
387,Stars of the Premier League,SPL 12,Brenden Aaronson,Leeds United,,Red /5
387,Stars of the Premier League,SPL 12,Brenden Aaronson,Leeds United,,Red Mini-Diamonds /5
387,Stars of the Premier League,SPL 12,Brenden Aaronson,Leeds United,,Red Sparkle /5
387,Stars of the Premier League,SPL 12,Brenden Aaronson,Leeds United,,FoilFractor 1/1
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Base
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Aqua Sparkle /499
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Pink Sparkle /399
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Yellow Sparkle /299
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Purple Sparkle /199
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Blue /150
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Blue Mini-Diamonds /150
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Blue Sparkle /150
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Green /99
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Green Mini-Diamonds /99
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Green Sparkle /99
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Black & White /75
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Black & White Mini-Diamonds /75
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Black & White Sparkle /75
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Gold /50
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Gold Mini-Diamonds /50
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Gold Sparkle /50
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Orange /25
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Orange Mini-Diamonds /25
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Orange Sparkle /25
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Black /10
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Black Mini-Diamonds /10
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Black Sparkle /10
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Red /5
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Red Mini-Diamonds /5
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,Red Sparkle /5
388,Stars of the Premier League,SPL 13,Ryan Gravenberch,Liverpool FC,,FoilFractor 1/1
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Base
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Aqua Sparkle /499
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Pink Sparkle /399
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Yellow Sparkle /299
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Purple Sparkle /199
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Blue /150
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Blue Mini-Diamonds /150
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Blue Sparkle /150
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Green /99
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Green Mini-Diamonds /99
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Green Sparkle /99
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Black & White /75
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Black & White Mini-Diamonds /75
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Black & White Sparkle /75
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Gold /50
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Gold Mini-Diamonds /50
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Gold Sparkle /50
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Orange /25
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Orange Mini-Diamonds /25
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Orange Sparkle /25
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Black /10
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Black Mini-Diamonds /10
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Black Sparkle /10
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Red /5
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Red Mini-Diamonds /5
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,Red Sparkle /5
389,Stars of the Premier League,SPL 14,Alexis Mac Allister,Liverpool FC,,FoilFractor 1/1
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Base
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Aqua Sparkle /499
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Pink Sparkle /399
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Yellow Sparkle /299
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Purple Sparkle /199
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Blue /150
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Blue Mini-Diamonds /150
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Blue Sparkle /150
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Green /99
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Green Mini-Diamonds /99
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Green Sparkle /99
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Black & White /75
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Black & White Mini-Diamonds /75
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Black & White Sparkle /75
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Gold /50
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Gold Mini-Diamonds /50
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Gold Sparkle /50
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Orange /25
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Orange Mini-Diamonds /25
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Orange Sparkle /25
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Black /10
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Black Mini-Diamonds /10
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Black Sparkle /10
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Red /5
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Red Mini-Diamonds /5
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,Red Sparkle /5
390,Stars of the Premier League,SPL 15,Marc Guéhi,Manchester City,,FoilFractor 1/1
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Base
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Aqua Sparkle /499
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Pink Sparkle /399
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Yellow Sparkle /299
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Purple Sparkle /199
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Blue /150
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Blue Mini-Diamonds /150
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Blue Sparkle /150
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Green /99
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Green Mini-Diamonds /99
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Green Sparkle /99
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Black & White /75
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Black & White Mini-Diamonds /75
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Black & White Sparkle /75
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Gold /50
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Gold Mini-Diamonds /50
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Gold Sparkle /50
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Orange /25
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Orange Mini-Diamonds /25
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Orange Sparkle /25
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Black /10
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Black Mini-Diamonds /10
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Black Sparkle /10
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Red /5
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Red Mini-Diamonds /5
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,Red Sparkle /5
391,Stars of the Premier League,SPL 16,Rodri,Manchester City,,FoilFractor 1/1
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Base
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Aqua Sparkle /499
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Pink Sparkle /399
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Yellow Sparkle /299
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Purple Sparkle /199
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Blue /150
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Blue Mini-Diamonds /150
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Blue Sparkle /150
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Green /99
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Green Mini-Diamonds /99
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Green Sparkle /99
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Black & White /75
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Black & White Mini-Diamonds /75
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Black & White Sparkle /75
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Gold /50
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Gold Mini-Diamonds /50
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Gold Sparkle /50
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Orange /25
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Orange Mini-Diamonds /25
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Orange Sparkle /25
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Black /10
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Black Mini-Diamonds /10
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Black Sparkle /10
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Red /5
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Red Mini-Diamonds /5
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,Red Sparkle /5
392,Stars of the Premier League,SPL 17,Kobbie Mainoo,Manchester United,,FoilFractor 1/1
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Base
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Aqua Sparkle /499
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Pink Sparkle /399
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Yellow Sparkle /299
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Purple Sparkle /199
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Blue /150
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Blue Mini-Diamonds /150
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Blue Sparkle /150
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Green /99
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Green Mini-Diamonds /99
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Green Sparkle /99
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Black & White /75
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Black & White Mini-Diamonds /75
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Black & White Sparkle /75
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Gold /50
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Gold Mini-Diamonds /50
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Gold Sparkle /50
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Orange /25
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Orange Mini-Diamonds /25
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Orange Sparkle /25
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Black /10
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Black Mini-Diamonds /10
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Black Sparkle /10
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Red /5
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Red Mini-Diamonds /5
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,Red Sparkle /5
393,Stars of the Premier League,SPL 18,Bryan Mbeumo,Manchester United,,FoilFractor 1/1
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Base
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Aqua Sparkle /499
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Pink Sparkle /399
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Yellow Sparkle /299
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Purple Sparkle /199
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Blue /150
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Blue Mini-Diamonds /150
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Blue Sparkle /150
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Green /99
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Green Mini-Diamonds /99
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Green Sparkle /99
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Black & White /75
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Black & White Mini-Diamonds /75
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Black & White Sparkle /75
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Gold /50
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Gold Mini-Diamonds /50
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Gold Sparkle /50
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Orange /25
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Orange Mini-Diamonds /25
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Orange Sparkle /25
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Black /10
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Black Mini-Diamonds /10
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Black Sparkle /10
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Red /5
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Red Mini-Diamonds /5
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,Red Sparkle /5
394,Stars of the Premier League,SPL 19,Jacob Ramsey,Newcastle United,,FoilFractor 1/1
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Base
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Aqua Sparkle /499
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Pink Sparkle /399
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Yellow Sparkle /299
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Purple Sparkle /199
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Blue /150
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Blue Mini-Diamonds /150
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Blue Sparkle /150
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Green /99
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Green Mini-Diamonds /99
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Green Sparkle /99
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Black & White /75
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Black & White Mini-Diamonds /75
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Black & White Sparkle /75
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Gold /50
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Gold Mini-Diamonds /50
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Gold Sparkle /50
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Orange /25
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Orange Mini-Diamonds /25
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Orange Sparkle /25
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Black /10
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Black Mini-Diamonds /10
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Black Sparkle /10
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Red /5
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Red Mini-Diamonds /5
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,Red Sparkle /5
395,Stars of the Premier League,SPL 20,Yoane Wissa,Newcastle United,,FoilFractor 1/1
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Base
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Aqua Sparkle /499
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Pink Sparkle /399
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Yellow Sparkle /299
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Purple Sparkle /199
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Blue /150
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Blue Mini-Diamonds /150
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Blue Sparkle /150
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Green /99
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Green Mini-Diamonds /99
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Green Sparkle /99
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Black & White /75
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Black & White Mini-Diamonds /75
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Black & White Sparkle /75
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Gold /50
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Gold Mini-Diamonds /50
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Gold Sparkle /50
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Orange /25
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Orange Mini-Diamonds /25
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Orange Sparkle /25
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Black /10
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Black Mini-Diamonds /10
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Black Sparkle /10
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Red /5
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Red Mini-Diamonds /5
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,Red Sparkle /5
396,Stars of the Premier League,SPL 21,Elliot Anderson,Nottingham Forest,,FoilFractor 1/1
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Base
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Aqua Sparkle /499
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Pink Sparkle /399
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Yellow Sparkle /299
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Purple Sparkle /199
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Blue /150
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Blue Mini-Diamonds /150
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Blue Sparkle /150
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Green /99
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Green Mini-Diamonds /99
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Green Sparkle /99
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Black & White /75
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Black & White Mini-Diamonds /75
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Black & White Sparkle /75
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Gold /50
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Gold Mini-Diamonds /50
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Gold Sparkle /50
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Orange /25
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Orange Mini-Diamonds /25
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Orange Sparkle /25
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Black /10
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Black Mini-Diamonds /10
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Black Sparkle /10
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Red /5
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Red Mini-Diamonds /5
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,Red Sparkle /5
397,Stars of the Premier League,SPL 22,Granit Xhaka,Sunderland,,FoilFractor 1/1
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Base
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Aqua Sparkle /499
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Pink Sparkle /399
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Yellow Sparkle /299
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Purple Sparkle /199
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Blue /150
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Blue Mini-Diamonds /150
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Blue Sparkle /150
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Green /99
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Green Mini-Diamonds /99
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Green Sparkle /99
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Black & White /75
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Black & White Mini-Diamonds /75
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Black & White Sparkle /75
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Gold /50
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Gold Mini-Diamonds /50
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Gold Sparkle /50
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Orange /25
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Orange Mini-Diamonds /25
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Orange Sparkle /25
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Black /10
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Black Mini-Diamonds /10
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Black Sparkle /10
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Red /5
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Red Mini-Diamonds /5
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,Red Sparkle /5
398,Stars of the Premier League,SPL 23,Xavi Simons,Tottenham Hotspur,,FoilFractor 1/1
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Base
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Aqua Sparkle /499
399,Stars of the Premier League,SPL 24,Jack Rudoni,Coventry City,,Pink Sparkle /399
